KD_OBAT,NAMA,Category,Subcategory,BrandGroup,Manufacturer
AI-0324,Daunocin 20 mg/vial,Injectables & Hospital Care,Vial/Injection,Daunocin,Nove
AI-0325,DBL Carboplatin 150 mg/15 ,Oncology & Specialty,Vial/Injection,Dbl,Temp
AI-0326,DBL Carboplatine 450 mg/45 ,Oncology & Specialty,Vial/Injection,Dbl,Temp
AI-0327,DBL Cytarabin 1000 mg/vi,Injectables & Hospital Care,Vial/Injection,Dbl,Temp
AI-0328,DBL Dacarbazin 200 mg,Injectables & Hospital Care,Vial/Injection,Dbl,Temp
AI-0329,DBL Fluorouracil 500 mg/vial,Respiratory & Allergy,Vial/Injection,Dbl,Temp
AI-0330,DBL Leucovorine 50 mg/ml,Injectables & Hospital Care,Vial/Injection,Dbl,Temp
AI-0331,DBL Vinblastin 10 mg/vial,Injectables & Hospital Care,Vial/Injection,Dbl,Temp
AI-0332,DBL Vincristine 1 mg/vial,Oncology & Specialty,Vial/Injection,Dbl,Temp
AI-0333,DBL Vincristine 2 mg/vial,Oncology & Specialty,Vial/Injection,Dbl,Temp
AI-0334,Decolsin 218,General Medicine,Other,Decolsin,PP
AI-0335,Decolsin 411 mg caps,General Medicine,Capsule,Decolsin,PP
AI-0336,Deculin 15 mg,General Medicine,Tablet,Deculin,Dexa
AI-0337,Deculin 30 mg,General Medicine,Tablet,Deculin,Dexa
AI-0338,Deksametason 0,General Medicine,Tablet,Deksametason,Mari
AI-0339,Deksametason 5 mg/ml,Injectables & Hospital Care,Vial/Injection,Deksametason,Phap
AI-0340,Dekstromethorphan 10 mg/5 ml,General Medicine,Bottle/Liquid,Dekstromethorphan,Rama
AI-0341,Dekstrometorfan 15 mg,General Medicine,Tablet,Dekstrometorfan,Mari
AI-0342,Denicam 20 mg,General Medicine,Tablet,Denicam,Erli
AI-0343,Denomix 0,General Medicine,Other,Denomix,tube
AI-0344,Depakene 250 mg/5 m,General Medicine,Bottle/Liquid,Depakene,Abbt
AI-0345,Depakote 250 mg,General Medicine,Tablet,Depakote,Abbt
AI-0346,Depakote ER 250 mg,General Medicine,Tablet,Depakote,Abbt
AI-0347,Depakote ER 500 mg,General Medicine,Tablet,Depakote,Abbt
AI-0348,Deprezac 20 mg,General Medicine,Other,Deprezac,Acta
AI-0349,Desferal 500 mg/ml,Injectables & Hospital Care,Vial/Injection,Desferal,Nova
AI-0350,Dexacap 12,General Medicine,Tablet,Dexacap,Dexa
AI-0351,Dexacap 25 mg,General Medicine,Tablet,Dexacap,Dexa
AI-0352,Dexacap 50 mg,General Medicine,Tablet,Dexacap,Dexa
AI-0353,Dexanta 100 ml syp,General Medicine,Bottle/Liquid,Dexanta,Dexa
AI-0354,Dexanta 350 mg tab,General Medicine,Tablet,Dexanta,Dexa
AI-0356,Dexazol 200 mg,General Medicine,Tablet,Dexazol,Dexa
AI-0357,Dexocort 0,General Medicine,Other,Dexocort,tube
AI-0358,Dexteem Plus 2,General Medicine,Tablet,Dexteem,Erli
AI-0359,Dextromethorphan 10 mg/5 ml,General Medicine,Bottle/Liquid,Dextromethorphan,Rama
AI-0360,Dextromethorphan 15 mg,General Medicine,Tablet,Dextromethorphan,Infa
AI-0361,Dextrometorphan HBr 10 mg/5 ml-SALAH,General Medicine,Bottle/Liquid,Dextrometorphan,Bern
AI-0362,Dextrometorphan HBr 15 mg-SALAH,General Medicine,Tablet,Dextrometorphan,Bern
AI-0363,Diabemin 500 mg,General Medicine,Tablet,Diabemin,Dexa
AI-0364,Dialac 1 gram,General Medicine,Other,Dialac,sachet
AI-0365,Diamicron MR 30 mg,General Medicine,Tablet,Diamicron,Serv
AI-0366,Diaversa 2 mg,General Medicine,Tablet,Diaversa,Dexa
AI-0367,Diaversa 3 mg,General Medicine,Tablet,Diaversa,Dexa
AI-0368,Diaversa 4 mg,General Medicine,Tablet,Diaversa,Dexa
AI-0369,Diazepam 5 mg,General Medicine,Tablet,Diazepam,Infa
AI-0370,Diazink 20 mg,General Medicine,Tablet,Diazink,Kifa
AI-0371,Diazole 5 mg/ml,General Medicine,Bottle/Liquid,Diazole,Bbmi
AI-0372,Dietilkarbamazin 100 mg,General Medicine,Tablet,Dietilkarbamazin,Aptk
AI-0373,Difenhidramin 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Difenhidramin,Phap
AI-0374,Digoxine 0,General Medicine,Tablet,Digoxine,Yari
AI-0375,Dilantin 250 mg/5 m,Injectables & Hospital Care,Vial/Injection,Dilantin,Pfiz
AI-0376,Diltiazem 30 mg,General Medicine,Tablet,Diltiazem,Dexa
AI-0377,Doburan 250 mg/vial,Injectables & Hospital Care,Vial/Injection,Doburan,Dipa
AI-0378,Dobutel 250 mg/vial,Injectables & Hospital Care,Vial/Injection,Dobutel,Nove
AI-0379,Docetaxel 20 mg/vial,Oncology & Specialty,Vial/Injection,Docetaxel,Sanb
AI-0380,Docetere 20 mg,Injectables & Hospital Care,Vial/Injection,Docetere,Ferr
AI-0381,Docetere 20 mg/vial,Injectables & Hospital Care,Vial/Injection,Docetere,Ferr
AI-0382,Docetere 80 mg/vial,Injectables & Hospital Care,Vial/Injection,Docetere,Ferr
AI-0383,Dohixat 100 mg,General Medicine,Other,Dohixat,Ifar
AI-0384,Dolgesik 50 mg/ml,Injectables & Hospital Care,Vial/Injection,Dolgesik,Mers
AI-0385,Dolo Scanneuron 250 mg,General Medicine,Other,Dolo,Temp
AI-0386,Dominal 5 mg/ml,General Medicine,Bottle/Liquid,Dominal,Acta
AI-0387,Dominic 250 mg/vial,Injectables & Hospital Care,Vial/Injection,Dominic,Kalb
AI-0388,Domperidon 5mg/5ml,General Medicine,Bottle/Liquid,Domperidon,Bern
AI-0389,Domperidone 10 mg,Gastrointestinal,Tablet,Domperidone,Yari
AI-0390,Dopamet 250 mg,General Medicine,Tablet,Dopamet,Acta
AI-0391,Dormicum 15 mg/3 ml,Injectables & Hospital Care,Vial/Injection,Dormicum,Roch
AI-0392,Dorner 20 mcg,General Medicine,Tablet,Dorner,Aste
AI-0393,Doxorubicine 10 mg/vial,Oncology & Specialty,Vial/Injection,Doxorubicine,Acta
AI-0394,Doxorubicine 50 mg/vial,Oncology & Specialty,Vial/Injection,Doxorubicine,Acta
AI-0395,Doxotil 10 mg/vial,Oncology & Specialty,Vial/Injection,Doxotil,Dipa
AI-0396,Doxotil 50 mg/vial,Oncology & Specialty,Vial/Injection,Doxotil,Dipa
AI-0397,Doxycycline 100 mg,Antibiotics & Anti-infectives,Other,Doxycycline,Infa
AI-0398,Dulcolax 10 mg,General Medicine,Other,Dulcolax,Boeh
AI-0399,Dulcolax 5 mg,General Medicine,Tablet,Dulcolax,Boeh
AI-0400,Durogesic 12,General Medicine,Other,Durogesic,Kifa
AI-0401,Durogesic 25 mcg/jam,General Medicine,Other,Durogesic,Kifa
AI-0402,Durogesic 50 mcg/jam,General Medicine,Other,Durogesic,Kifa
AI-0403,Eas Pfimmer 250 ml,General Medicine,Bottle/Liquid,Eas,Finu
AI-0404,Ebetaxel 300 mg/via,Injectables & Hospital Care,Vial/Injection,Ebetaxel,Ferr
AI-0405,Eclid 100 mg,General Medicine,Tablet,Eclid,Dexa
AI-0406,Eclid 50 mg,General Medicine,Tablet,Eclid,Dexa
AI-0407,Ecosol Glukosa 10%,General Medicine,Bottle/Liquid,Ecosol,Bbmi
AI-0408,Ecosol Glukosa 5%,General Medicine,Bottle/Liquid,Ecosol,Bbmi
AI-0409,Ecosol Natrium Chlorida 0,General Medicine,Other,Ecosol,btl
AI-0410,Ecosol Natrium Chlorida 0,General Medicine,Other,Ecosol,btl
AI-0411,Ecosol Ringer Laktat 500 ml,General Medicine,Bottle/Liquid,Ecosol,Bbmi
AI-0412,Edemin 20 mg/ml,Injectables & Hospital Care,Vial/Injection,Edemin,Ikap
AI-0413,EDTA 0,General Medicine,Other,Edta,btl
AI-0414,Efedrin 25 mg,General Medicine,Tablet,Efedrin,Kifa
AI-0415,Efisol 7,General Medicine,Bottle/Liquid,Efisol,Nove
AI-0416,Elizac 20 mg,General Medicine,Other,Elizac,Mers
AI-0417,Elkana tab,General Medicine,Tablet,Elkana,Sanb
AI-0418,Elkana syr,General Medicine,Syrup,Elkana,B6
AI-0419,Eloxatin 100 mg,Injectables & Hospital Care,Vial/Injection,Eloxatin,Sano
AI-0420,Eloxatin 50 mg,Injectables & Hospital Care,Vial/Injection,Eloxatin,Sano
AI-0421,Emeran 10 mg,General Medicine,Tablet,Emeran,Erli
AI-0422,Emthexate RTUS 5 mg/2 ml,Injectables & Hospital Care,Vial/Injection,Emthexate,Comb
AI-0423,Emthexate RTUS 50 mg/2 ml,Injectables & Hospital Care,Vial/Injection,Emthexate,Comb
AI-0424,Enbatic 10 gr,General Medicine,Other,Enbatic,Erla
AI-0425,Endoxan 1000 mg/vi,Injectables & Hospital Care,Vial/Injection,Endoxan,Tmin
AI-0426,Endoxan 200 mg/via,Injectables & Hospital Care,Vial/Injection,Endoxan,Tmin
AI-0427,Endoxan 500 mg/via,Injectables & Hospital Care,Vial/Injection,Endoxan,Tmin
AI-0428,Endrolin 3,Injectables & Hospital Care,Vial/Injection,Endrolin,Kalb
AI-0429,Enystin 100.000 IU,General Medicine,Bottle/Liquid,Enystin,Dank
AI-0430,Eperisone OGB 50 mg,General Medicine,Tablet,Eperisone,Mdkn
AI-0431,Epinefrine 0,Injectables & Hospital Care,Vial/Injection,Epinefrine,Ethi
AI-0432,Epirubicin 10 mg/vial,Injectables & Hospital Care,Vial/Injection,Epirubicin,Sanb
AI-0433,Epirubicin 50 mg/vial,Injectables & Hospital Care,Vial/Injection,Epirubicin,Kalb
AI-0434,Episindan 10 mg/vial,Injectables & Hospital Care,Vial/Injection,Episindan,Acta
AI-0435,Episindan 50 mg/vial,Injectables & Hospital Care,Vial/Injection,Episindan,Acta
AI-0436,Epotrex 2000 IU,Medical Supplies & Devices,Syrup,Epotrex,Nove
AI-0437,Eprex 2000 IU,Medical Supplies & Devices,Syrup,Eprex,John
AI-0438,Erbitux 100 mg/vial,Injectables & Hospital Care,Vial/Injection,Erbitux,Merc
AI-0439,Ericaf 1 mg,General Medicine,Tablet,Ericaf,Temp
AI-0440,Ericaf 101 mg- SALAH,General Medicine,Tablet,Ericaf,Temp
AI-0441,Eritromisin 500 mg,General Medicine,Tablet,Eritromisin,Infa
AI-0442,Erlagin 650,General Medicine,Tablet,Erlagin,Erla
AI-0443,Erlamol 500 mg,General Medicine,Tablet,Erlamol,Erla
AI-0444,Erphaflam 50 mg,General Medicine,Tablet,Erphaflam,Erli
AI-0445,Erphavitalgin 500 mg,General Medicine,Tablet,Erphavitalgin,Erli
AI-0446,Eryra Forte 500 mg,General Medicine,Tablet,Eryra,Rama
AI-0447,Erythromycin 200 mg/5 m,Antibiotics & Anti-infectives,Bottle/Liquid,Erythromycin,Infa
AI-0448,Erythromycin 250 mg,Antibiotics & Anti-infectives,Other,Erythromycin,Infa
AI-0449,Esvat 20 mg,General Medicine,Tablet,Esvat,Dexa
AI-0450,Etambutol 250 mg,General Medicine,Tablet,Etambutol,Mari
AI-0451,Etambutol 500 mg,General Medicine,Tablet,Etambutol,Bern
AI-0452,Ethiferan 5 mg/5ml,General Medicine,Bottle/Liquid,Ethiferan,Soho
AI-0453,Ethiferan 5 mg/ml,Injectables & Hospital Care,Vial/Injection,Ethiferan,Ethi
AI-0454,Ethiferan 60 ml,General Medicine,Bottle/Liquid,Ethiferan,Soho
AI-0455,Ethigent 40 mg/ml,Injectables & Hospital Care,Vial/Injection,Ethigent,Ethi
AI-0456,Ethrimax 200mg/5ml,General Medicine,Bottle/Liquid,Ethrimax,Ethi
AI-0457,Etopul 20 mg/ml,Injectables & Hospital Care,Vial/Injection,Etopul,Nove
AI-0458,Euthyrox 0,General Medicine,Tablet,Euthyrox,Merc
AI-0459,Exjade 250 mg,General Medicine,Tablet,Exjade,Nova
AI-0460,Expafusin 6%,General Medicine,Bottle/Liquid,Expafusin,Kalb
AI-0461,Famotidine 20 mg,General Medicine,Tablet,Famotidine,Infa
AI-0462,Famotidine 40 mg,General Medicine,Tablet,Famotidine,Infa
AI-0463,Farbivent 2,Injectables & Hospital Care,Vial/Injection,Farbivent,Prat
AI-0464,Farelax 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Farelax,Prat
AI-0465,Farelax 5 ml,Injectables & Hospital Care,Vial/Injection,Farelax,Prat
AI-0466,Fargoxin 0,General Medicine,Tablet,Fargoxin,Prat
AI-0467,Farizol 125 mg/5 m,General Medicine,Bottle/Liquid,Farizol,Ifar
AI-0468,Farmabes 25 mg/5 ml,Injectables & Hospital Care,Vial/Injection,Farmabes,Prat
AI-0469,Farmabes 30 mg,General Medicine,Tablet,Farmabes,Prat
AI-0470,Farmadral 10 mg,General Medicine,Tablet,Farmadral,Prat
AI-0471,Farmalat 10 mg,General Medicine,Tablet,Farmalat,Prat
AI-0472,Farmorubicin 10 mg/vial,Injectables & Hospital Care,Vial/Injection,Farmorubicin,Pfiz
AI-0473,Farmorubicin 50 mg/vial,Injectables & Hospital Care,Vial/Injection,Farmorubicin,Pfiz
AI-0474,Farmoten 25 mg,General Medicine,Tablet,Farmoten,Prat
AI-0475,Farnormin 50 mg,General Medicine,Tablet,Farnormin,Prat
AI-0476,Farsifen 100 mg/5 m,General Medicine,Bottle/Liquid,Farsifen,Ifar
AI-0477,Farsix 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Farsix,Prat
AI-0478,Farsorbid 10 mg,General Medicine,Tablet,Farsorbid,Prat
AI-0479,Farsorbid 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Farsorbid,Prat
AI-0480,Farsorbid 5 mg,General Medicine,Tablet,Farsorbid,Prat
AI-0481,Fasidol 100 mg/ml,General Medicine,Bottle/Liquid,Fasidol,Ifar
AI-0482,Fasiprim Forte 960 mg,General Medicine,Tablet,Fasiprim,Ifar
AI-0483,FDC 4 900 mg,General Medicine,Other,Fdc,tab
AI-0484,Femara 2,General Medicine,Tablet,Femara,Nova
AI-0485,Fenaren 50 mg,General Medicine,Tablet,Fenaren,Bern
AI-0486,Fenobarbital 30 mg,General Medicine,Tablet,Fenobarbital,Infa
AI-0487,Fenocin 125 mg,General Medicine,Tablet,Fenocin,Acta
AI-0488,Fenoksimetil Penisilin 250 mg,General Medicine,Tablet,Fenoksimetil,Phap
AI-0489,Fenoksimetil Penisilin 500 mg,General Medicine,Tablet,Fenoksimetil,Phap
AI-0490,Fentanil 0,Injectables & Hospital Care,Vial/Injection,Fentanil,Kifa
AI-0491,Fentanil 10 ml,Injectables & Hospital Care,Vial/Injection,Fentanil,Kifa
AI-0492,Fentanil 2 ml,Injectables & Hospital Care,Vial/Injection,Fentanil,Kifa
AI-0493,Feprax 0,General Medicine,Tablet,Feprax,Ferr
AI-0494,Feprax 1 mg,General Medicine,Tablet,Feprax,Ferr
AI-0495,Ferokid 15 mg/5 ml,General Medicine,Bottle/Liquid,Ferokid,Dank
AI-0496,Ferokid 15 mg/ml,General Medicine,Bottle/Liquid,Ferokid,Dank
AI-0497,Ferriprox 100 mg/ml,General Medicine,Bottle/Liquid,Ferriprox,Quam
AI-0498,Ferriprox FCT 500 mg,General Medicine,Tablet,Ferriprox,Quam
AI-0499,Fimahes 6%,General Medicine,Bottle/Liquid,Fimahes,Finu
AI-0500,Fitbon 500 mg,General Medicine,Tablet,Fitbon,Soho
AI-0501,Flamed 100 mg,General Medicine,Tablet,Flamed,Prom
AI-0502,Flamigra 50 mg,General Medicine,Tablet,Flamigra,Graf
AI-0503,Fleet Enema 133 ml,General Medicine,Bottle/Liquid,Fleet,Comb
AI-0504,Flixotide Nebules 0,Injectables & Hospital Care,Vial/Injection,Flixotide,Glax
AI-0505,Flotavid 200 mg,General Medicine,Tablet,Flotavid,Mers
AI-0506,Floxa 3 mg/0.6 m,Medical Supplies & Devices,Other,Floxa,Cend
AI-0507,Flu Stop 353,Respiratory & Allergy,Other,Flu,tab
AI-0508,Fluconazole 200 mg/100,Antibiotics & Anti-infectives,Vial/Injection,Fluconazole,Nove
AI-0509,Fluconazole 150 mg,Antibiotics & Anti-infectives,Other,Fluconazole,Kifa
AI-0510,Fludexin tab,Respiratory & Allergy,Tablet,Fludexin,tab
AI-0511,Fludis 150 mg,Respiratory & Allergy,Other,Fludis,Bern
AI-0512,Flufenazine 25 mg/vial,Respiratory & Allergy,Vial/Injection,Flufenazine,Aptk
AI-0513,Flunarizine 5 mg,Respiratory & Allergy,Tablet,Flunarizine,Bern
AI-0514,Fluracedyl RTUS 500 mg/via,Respiratory & Allergy,Vial/Injection,Fluracedyl,Comb
AI-0515,Folacom 400 mcg,General Medicine,Tablet,Folacom,Comb
AI-0516,Fortanest 15 mg/3 ml,Injectables & Hospital Care,Vial/Injection,Fortanest,Kalb
AI-0517,Fortanest 5 mg/5 ml,Injectables & Hospital Care,Vial/Injection,Fortanest,Kalb
AI-0518,Fosen 133 ml,General Medicine,Bottle/Liquid,Fosen,Prat
AI-0519,Fraxiparine 0,Injectables & Hospital Care,Vial/Injection,Fraxiparine,Glax
AI-0520,Fraxiparine 0,Injectables & Hospital Care,Vial/Injection,Fraxiparine,Glax
AI-0521,Fraxiparine 0,Injectables & Hospital Care,Vial/Injection,Fraxiparine,Glax
AI-0522,Fredam 80 mg,General Medicine,Tablet,Fredam,Nove
AI-0523,Frisium 10 mg,General Medicine,Tablet,Frisium,Aven
AI-0524,Fucilex 20 mg/gr ,General Medicine,Other,Fucilex,Mola
AI-0525,Fudanton 4 mg,General Medicine,Tablet,Fudanton,Futa
AI-0526,Fundamin E 150,Vitamins & Supplements,Other,Fundamin,"Vit ,"
AI-0527,Fundifar 150,Vitamins & Supplements,Other,Fundifar,"Vit ,"
AI-0528,Fungicid 1 %,General Medicine,Other,Fungicid,Cend
AI-0529,Furosemid 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Furosemid,Infa
AI-0530,Furosemide 40 mg,Cardiovascular,Tablet,Furosemide,Infa
AI-0531,Furosix 40 mg,General Medicine,Tablet,Furosix,Land
AI-0532,Fuson 20 mg/gr,General Medicine,Other,Fuson,Pyri
AI-0533,Fusycom 20 mg/gr,General Medicine,Other,Fusycom,Comb
AI-0534,Futrolit 500 ml,General Medicine,Bottle/Liquid,Futrolit,Sanb
AI-0535,Fytogin 500 mg,General Medicine,Tablet,Fytogin,Phyt
AI-0536,Gabexal 100 mg,General Medicine,Other,Gabexal,Sand
AI-0537,Gabexal 300 mg,General Medicine,Other,Gabexal,Sand
AI-0538,Ganin 300 mg,General Medicine,Other,Ganin,Ferr
AI-0539,Gastrofer 40 mg,Injectables & Hospital Care,Vial/Injection,Gastrofer,Dexa
AI-0540,Gastrucid 60 ml,General Medicine,Bottle/Liquid,Gastrucid,Nufa
AI-0541,Gelofusine 4%,Dermatology & Topical,Bottle/Liquid,Gelofusine,Dexa
AI-0542,Gemcitabine HCl 200 mg/vial,Oncology & Specialty,Vial/Injection,Gemcitabine,Sanb
AI-0543,Gemfibrozil 300 mg,Oncology & Specialty,Tablet,Gemfibrozil,Phap
AI-0544,Gemtavis 1000 mg/vial,Oncology & Specialty,Vial/Injection,Gemtavis,Acta
AI-0545,Gemtavis 200 mg/vial,Oncology & Specialty,Vial/Injection,Gemtavis,Acta
AI-0546,Gemzar 1000 mg/vi,Oncology & Specialty,Vial/Injection,Gemzar,Elly
AI-0547,Gemzar 200 mg/via,Oncology & Specialty,Vial/Injection,Gemzar,Elly
AI-0548,Genoint 0,General Medicine,Other,Genoint,Unknown
AI-0549,Genoint 0,General Medicine,Other,Genoint,btl
AI-0550,Genta 0,General Medicine,Other,Genta,Unknown
AI-0551,Gentamicin 0,Antibiotics & Anti-infectives,Other,Gentamicin,tube
AI-0552,Gentamicin 0,Antibiotics & Anti-infectives,Other,Gentamicin,btl
AI-0553,Gentamycin 40 mg/ml,Injectables & Hospital Care,Vial/Injection,Gentamycin,Infa
AI-0554,Gitas 20 mg/ml,Injectables & Hospital Care,Vial/Injection,Gitas,Intr
AI-0555,Glaopen 0,General Medicine,Other,Glaopen,tube
AI-0556,Glaucon 250 mg,General Medicine,Tablet,Glaucon,Cend
AI-0557,Glibenclamide 5 mg,Diabetes Care,Tablet,Glibenclamide,Phap
AI-0558,Glicab 80 mg,General Medicine,Tablet,Glicab,Temp
AI-0559,Glidanil 5 mg,General Medicine,Tablet,Glidanil,Mers
AI-0560,Glidiab 30 mg,General Medicine,Tablet,Glidiab,Soho
AI-0561,Gliformin 850 mg,General Medicine,Tablet,Gliformin,Temp
AI-0562,Glikamel 80 mg,General Medicine,Tablet,Glikamel,Phar
AI-0563,Glikos 500 mg,General Medicine,Tablet,Glikos,Ifar
AI-0564,Glimepiride 1 mg,Diabetes Care,Tablet,Glimepiride,Bern
AI-0565,Glimepiride 2 mg,Diabetes Care,Tablet,Glimepiride,Hexp
AI-0566,Glimepiride 3 mg,Diabetes Care,Tablet,Glimepiride,Hexp
AI-0567,Glimepiride 4 mg,Diabetes Care,Tablet,Glimepiride,Hexp
AI-0568,Glipizide 5 mg,General Medicine,Tablet,Glipizide,Aptk
AI-0569,Gliseril Guaiakolat 100 mg,General Medicine,Tablet,Gliseril,Muti
AI-0570,Glivec 100 mg,General Medicine,Tablet,Glivec,Nova
AI-0571,Glojaya 2 mg/ml,General Medicine,Bottle/Liquid,Glojaya,Mari
AI-0572,Glomasin 300 mg,General Medicine,Other,Glomasin,Luca
AI-0573,Glomeson 4 mg,General Medicine,Tablet,Glomeson,Luca
AI-0574,Glomin 40 mg/ml,Injectables & Hospital Care,Vial/Injection,Glomin,Luca
AI-0575,Glosix 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Glosix,Luca
AI-0576,Glucobay 100 mg,General Medicine,Tablet,Glucobay,Bayr
AI-0577,Glucobay 50 mg,General Medicine,Tablet,Glucobay,Bayr
AI-0578,Glucodex 80 mg,General Medicine,Tablet,Glucodex,Dexa
AI-0579,Glucotika 850 mg,General Medicine,Tablet,Glucotika,Ikap
AI-0580,Gludepatic 500 mg,General Medicine,Tablet,Gludepatic,Prat
AI-0581,Glukosa 10%,General Medicine,Bottle/Liquid,Glukosa,Wida
AI-0582,Glukosa 5%,General Medicine,Bottle/Liquid,Glukosa,Wida
AI-0583,Glurenorm 30 mg,General Medicine,Tablet,Glurenorm,Boeh
AI-0584,Gored 80 mg,General Medicine,Tablet,Gored,Bern
AI-0585,Govotil 5 mg/ml,Injectables & Hospital Care,Vial/Injection,Govotil,Guar
AI-0586,Gradine 10 mg,General Medicine,Tablet,Gradine,Graf
AI-0587,Grafadon Drops 60mg/0.6 m,General Medicine,Bottle/Liquid,Grafadon,Graf
AI-0588,Grafazol 500 mg,General Medicine,Tablet,Grafazol,Graf
AI-0589,Grafloxin 400 mg,General Medicine,Tablet,Grafloxin,Graf
AI-0590,Grahabion komb,General Medicine,Tablet,Grahabion,Graf
AI-0591,Gramasal 100 mg,General Medicine,Tablet,Gramasal,Graf
AI-0592,Grameta 10 mg,General Medicine,Tablet,Grameta,Graf
AI-0593,Granocyte 263 mcg/ml,Injectables & Hospital Care,Vial/Injection,Granocyte,Aven
AI-0594,Graprima Forte 960 mg,General Medicine,Tablet,Graprima,Graf
AI-0595,Grason 8 mg,General Medicine,Tablet,Grason,Graf
AI-0596,Gratheos 50 mg,General Medicine,Tablet,Gratheos,Graf
AI-0597,Gravynon 5 mg,General Medicine,Tablet,Gravynon,Kifa
AI-0598,Griseofulvin 125 mg,General Medicine,Tablet,Griseofulvin,Infa
AI-0599,Haemoctin 250 IU,Injectables & Hospital Care,Vial/Injection,Haemoctin,Kifa
AI-0600,Haemoctin 500 IU,Injectables & Hospital Care,Vial/Injection,Haemoctin,Kifa
AI-0601,Haemostop 250 mg/5 ml,Injectables & Hospital Care,Vial/Injection,Haemostop,Nove
AI-0602,Haemostop 500 mg/5 ml,Injectables & Hospital Care,Vial/Injection,Haemostop,Nove
AI-0603,Haes Steril 6%,General Medicine,Bottle/Liquid,Haes,Fres
AI-0604,Haldol Decanoas 50 mg/ml,Injectables & Hospital Care,Vial/Injection,Haldol,John
AI-0605,Haloperidol 0,General Medicine,Tablet,Haloperidol,Infa
AI-0606,Haloperidol 1,General Medicine,Tablet,Haloperidol,Infa
AI-0607,Haloperidol 5 mg,General Medicine,Tablet,Haloperidol,Infa
AI-0608,Harnal D 0,General Medicine,Tablet,Harnal,Aste
AI-0609,Harnal Ocas 0,General Medicine,Tablet,Harnal,Aste
AI-0610,Hemafort 300 mg,General Medicine,Tablet,Hemafort,Phap
AI-0611,Hemapo 3000 IU/ml,Medical Supplies & Devices,Syrup,Hemapo,Kalb
AI-0612,Hemohes 6%,General Medicine,Bottle/Liquid,Hemohes,Bbmi
AI-0613,Heplav 100 mg,General Medicine,Tablet,Heplav,Kifa
AI-0614,Hepsera 10 mg,General Medicine,Tablet,Hepsera,Glax
AI-0615,Herbesser 50 mg/amp,Injectables & Hospital Care,Vial/Injection,Herbesser,Tana
AI-0616,Herbesser CD 100 mg,General Medicine,Other,Herbesser,Tana
AI-0617,Herbesser CD 200 mg,General Medicine,Other,Herbesser,Tana
AI-0618,Herceptin 440 mg/20 ,Injectables & Hospital Care,Vial/Injection,Herceptin,Roch
AI-0619,Hervis 3%,General Medicine,Other,Hervis,tube
AI-0620,Hestar-200 6%,General Medicine,Bottle/Liquid,Hestar,Prom
AI-0621,Hexon 4mg/5ml,General Medicine,Bottle/Liquid,Hexon,Glob
AI-0622,Hexon 8 mg,General Medicine,Tablet,Hexon,Glob
AI-0623,Hexymer 2 mg,General Medicine,Tablet,Hexymer,Mers
AI-0624,Hidrogen Peroksida 3%,General Medicine,Bottle/Liquid,Hidrogen,Aptk
AI-0625,Hidroklorotiazid 25 mg,General Medicine,Tablet,Hidroklorotiazid,Kifa
AI-0626,Hidrokortison 2,General Medicine,Other,Hidrokortison,tube
AI-0627,Hiopar 10 mg,General Medicine,Tablet,Hiopar,Graf
AI-0628,Hipnoz 5 mg/5 ml,Injectables & Hospital Care,Vial/Injection,Hipnoz,Phar
AI-0629,Holoxan 1000 mg/vial,Injectables & Hospital Care,Vial/Injection,Holoxan,Tmin
AI-0630,Homatro 2 %,General Medicine,Bottle/Liquid,Homatro,Cend
AI-0631,Humalog 100 IU/ml,General Medicine,Other,Humalog,Elly
AI-0632,Humalog Mix 25 100 IU/ml,General Medicine,Other,Humalog,Elly
AI-0633,Human Albumin 20%,Vitamins & Supplements,Bottle/Liquid,Human,Kifa
AI-0634,Human Albumin 20%,Vitamins & Supplements,Bottle/Liquid,Human,Kifa
AI-0635,Humulin 30/70 10ml,Injectables & Hospital Care,Vial/Injection,Humulin,Elly
AI-0636,Humulin 30/70 Cartridge 3ml,General Medicine,Other,Humulin,Elly
AI-0637,Humulin N 10ml,Injectables & Hospital Care,Vial/Injection,Humulin,Elly
AI-0638,Humulin N Cartridge 3ml,General Medicine,Other,Humulin,Elly
AI-0639,Humulin R 10ml,Injectables & Hospital Care,Vial/Injection,Humulin,Elly
AI-0640,Humulin R Cartridge 3ml,General Medicine,Other,Humulin,Elly
AI-0641,Hustab 433 mg,General Medicine,Tablet,Hustab,Phap
AI-0642,Hustab P 4mg/5ml,General Medicine,Bottle/Liquid,Hustab,Phap
AI-0643,Hustab P 8 mg,General Medicine,Tablet,Hustab,Phap
AI-0644,Hydrocortison 1%,General Medicine,Other,Hydrocortison,Mari
AI-0645,Hydrocortison 2,General Medicine,Other,Hydrocortison,tube
AI-0646,Hydroxyurea Medac 500 mg,General Medicine,Tablet,Hydroxyurea,Dipa
AI-0647,Hyorex 10 mg,General Medicine,Tablet,Hyorex,Rama
